Reference No.,Tendering Procedure,Title or Scope,Contractor(s) and Address(es),Item/Quantity,Awarded Amount,Date Awarded,Source_File,Year,Source_Month,Source_URL
M1059-13E,Selective,"Maintenance Services for Lifts (Package A, B)","KONE Elevators (HK) Ltd29/F, Tower 1, Millennium City 1,388 Kwun Tong Road,Kwun TongKowloon, Hong Kong.",1 Job,"HK$103,622,228",17 Jan 2014,MTR_Tender_Jan14_table1.csv,2014,Jan14,https://www.mtr.com.hk/en/corporate/tenders/Jan14.html
,,Maintenance Services for Lifts (Package D),"Hitachi Elevator Engineering Co (HK) Ltd10/F, New East Ocean Centre,9 Science Museum Road,Tsimshatsui East,Kowloon, Hong Kong.",1 Job,"HK$16,849,060",17 Jan 2014,MTR_Tender_Jan14_table1.csv,2014,Jan14,https://www.mtr.com.hk/en/corporate/tenders/Jan14.html
,,Maintenance Services for Lifts (Package E),"Schindler Lifts (HK) Ltd29/F, Devon House,Taikoo Place,979 King's Road,Quarry Bay,Hong Kong.",1 Job,"HK$1,567,365",17 Jan 2014,MTR_Tender_Jan14_table1.csv,2014,Jan14,https://www.mtr.com.hk/en/corporate/tenders/Jan14.html
Q022331,Selective,Air-Conditioning Unit Refrigerant Conversion for Light Rail Vehicles,"Faiveley Transport Far East Ltd21/F,9 Des Voeus Road West,Sheung Wan,Hong Kong.",Not Applicable,Not Disclosed,24 Jan 2014,MTR_Tender_Jan14_table1.csv,2014,Jan14,https://www.mtr.com.hk/en/corporate/tenders/Jan14.html
Q025939,Selective,Provision of Tax Services,"Deloitte Touche Tohmatsu6/F, Cityplaza 4,12 Taikoo Wan Road,Taikoo Shing,Hong Kong.",Not Applicable,Not Disclosed,24 Jan 2014,MTR_Tender_Jan14_table1.csv,2014,Jan14,https://www.mtr.com.hk/en/corporate/tenders/Jan14.html
Q028392,Selective,Provision of IT Workplace Support & Data Centre Management Services,"PCCW Solutions LtdLevel 2, The Long Beach Commercial Podium,8 Hoi Fai Road,Tai Kok Tsui,Kowloon, Hong Kong.",5 Years,Not Disclosed,17 Jan 2014,MTR_Tender_Jan14_table1.csv,2014,Jan14,https://www.mtr.com.hk/en/corporate/tenders/Jan14.html
Q028588,Selective,Supply & Installation of QR Code Ticketing System in AEL,"MiTAC Information Technology Corp.No. 187, Sec. 2,Tiding Blvd.Neihu Dist.,Taipei City,Taiwan.",1 Job,"HK$8,965,182",06 Jan 2014,MTR_Tender_Jan14_table1.csv,2014,Jan14,https://www.mtr.com.hk/en/corporate/tenders/Jan14.html
Q030456,Selective,Provision of Recruitment Advertising Services,"Wilson Advertising Agency7/F, O.T.B. Building,259-265 Des Voeux Road,Central,Hong Kong.",Not Applicable,Not Disclosed,14 Jan 2014,MTR_Tender_Jan14_table1.csv,2014,Jan14,https://www.mtr.com.hk/en/corporate/tenders/Jan14.html
T0947-13C,Selective,Term Contract for Civil Engineering Works,"Shun Yuen Construction Co Ltd12/F, China Trade Centre,122-124 Wai Yip Street,Kwun Tong,Kowloon, Hong Kong.",Not Applicable,Not Disclosed,07 Jan 2014,MTR_Tender_Jan14_table1.csv,2014,Jan14,https://www.mtr.com.hk/en/corporate/tenders/Jan14.html
Q032414,Open,Sale of Used Rails and Trackwork Materials,"P L Environmental LtdFlat 1, 13/F, Goldfield Tower,53-59 Wuhu Street,Hung Hom,Kowloon, Hong Kong.",2 Items,"HK$184,200",20 May 2014,MTR_Tender_May14_table1.csv,2014,May14,https://www.mtr.com.hk/en/corporate/tenders/May14.html
,,,"Sheung Yip Electrical Metal93, G/F, Oak Street,Tai Kok Tsui,Kowloon,Hong Kong.",2 Items,"HK$1,634,976",20 May 2014,MTR_Tender_May14_table1.csv,2014,May14,https://www.mtr.com.hk/en/corporate/tenders/May14.html
,,,"Wing Cheong Metal International LtdRm 2105, Kwai Shing House,May Shing Court,36 Mei Tin Road,Tai Wai, Shatin,New Territories, Hong Kong.",7 Items,"HK$142,100",20 May 2014,MTR_Tender_May14_table1.csv,2014,May14,https://www.mtr.com.hk/en/corporate/tenders/May14.html
,,,"Yuen Hing Godown Co Ltd4/F, Qualipak Tower,122 Connaught Road West,Sheung Wan,Hong Kong.",7 Items,"HK$5,070,230",22 May 2014,MTR_Tender_May14_table1.csv,2014,May14,https://www.mtr.com.hk/en/corporate/tenders/May14.html
1121,Selective,Shatin to Central Link: NSL Cross Harbour Tunnels,"Penta-Ocean - China State Joint VentureUnit 601, K. Wah Centre,191 Java Road,North Point,Hong Kong",Not Applicable,"HK$4,350,000,000",10 Dec 2014,MTR_Tender_Dec14_table1.csv,2014,Dec14,https://www.mtr.com.hk/en/corporate/tenders/Dec14.html
1155B,Selective,Shatin to Central Link: Power Supply System and Trackside Auxiliaries for SCL Phase 2,"CLP Enginnering Limited26/F, Asia Trade Centre,79 Lei Muk Road,Kwai Chung,New Territories, Hong Kong",Not Applicable,"HK$150,863,858",08 Dec 2014,MTR_Tender_Dec14_table1.csv,2014,Dec14,https://www.mtr.com.hk/en/corporate/tenders/Dec14.html
1163,Selective,"Shatin to Central Link: Automatic Fare Collection System and Security Access Management System for SCL Phases 1 & 2 HIK, MCV and FTA","Kaba Security System (China) Co., Ltd. – Wincard Security System (Beijing) Co., Ltd. Consortium450, 4/F, Hing Wah Centre,Landmark East,84 To Kwa Wan Road,Kowloon, Hong Kong",Not Applicable,"HK$113,497,620",08 Dec 2014,MTR_Tender_Dec14_table1.csv,2014,Dec14,https://www.mtr.com.hk/en/corporate/tenders/Dec14.html
M1091.A-14E,Selective,"Maintenance Services for Station Communication Systems in ISL, KTL, TWL, TKL, DRL & WRL (CCTV)","UniVision Engineering Ltd8/F, Lever Tech. Centre,69-71 King Yip Street,Kwun Tong,Kowloon, Hong Kong",Not Applicable,"HK$10,371,429",09 Dec 2014,MTR_Tender_Dec14_table1.csv,2014,Dec14,https://www.mtr.com.hk/en/corporate/tenders/Dec14.html
M1091.B-14E,Selective,"Maintenance Services for Station Communication Systems in ISL, KTL, TWL, TKL, DRL & WRL (PIDS)","Roctec Technology LimitedRoom 1502-4, 15/F, Kodak House II,321 Java Road,North Point,Hong Kong",Not Applicable,"HK$9,843,180",09 Dec 2014,MTR_Tender_Dec14_table1.csv,2014,Dec14,https://www.mtr.com.hk/en/corporate/tenders/Dec14.html
M1091.C-14E,Selective,"Maintenance Services for Station Communication Systems in ISL, KTL, TWL, TKL, DRL & WRL (PAS)","UniVision Engineering Ltd8/F, Lever Tech. Centre,69-71 King Yip Street,Kwun Tong,Kowloon, Hong Kong",Not Applicable,"HK$4,735,281",09 Dec 2014,MTR_Tender_Dec14_table1.csv,2014,Dec14,https://www.mtr.com.hk/en/corporate/tenders/Dec14.html
Q029596,Selective,Detrainment Ramp System for MTR Trains,"Barat Saint Aignan775 Route De La Foret,41110 Saint Aignan Sur CherFrance",1 Job,"EUR 874,752(Approx. toHK$8,467,599)",05 Dec 2014,MTR_Tender_Dec14_table1.csv,2014,Dec14,https://www.mtr.com.hk/en/corporate/tenders/Dec14.html
Q032361,Selective,Modification of Flashing System Map on MTR Trains,"Advance System (Asia) LimitedRoom 901, International Plaza,20 Sheung Yuet Road,Kowloon Bay,Kowloon, Hong Kong",1 Job,"HK$6,970,452",19 Dec 2014,MTR_Tender_Dec14_table1.csv,2014,Dec14,https://www.mtr.com.hk/en/corporate/tenders/Dec14.html
Q035865,Selective,Supply of Auto-Roll Filters for Stations,"AWROGLASS FILTRI SRLVia Castellana,94 I-31036 Ospedaletto D'istrana (TV),Italy",18 Items,"EUR 549,508(Approx. toHK$5,319,237)",23 Dec 2014,MTR_Tender_Dec14_table1.csv,2014,Dec14,https://www.mtr.com.hk/en/corporate/tenders/Dec14.html
Q036336,Selective,Term Contracts for General Building Repair and Shop Repartitioning Works at Elements,"Tong Kee Engineering LimitedUnit P & Q, 11/F, Block 2, Kinho Industrial Building,14-24 Au Pui Wan Street,Fotan,New Territories, Hong Kong",1 Job,"HK$42,720,000",19 Dec 2014,MTR_Tender_Dec14_table1.csv,2014,Dec14,https://www.mtr.com.hk/en/corporate/tenders/Dec14.html
K0584-14E,Selective,Procurement of 62 Double-decker Buses,"Volvo Bus CorporationUnits 1601-03, Kwun Tong View,410 Kwun Tong Road,Kwun Tong,Kowloon, Hong Kong",Not Applicable,"HK$206,401,708",04 Nov 2014,MTR_Tender_Nov14_table1.csv,2014,Nov14,https://www.mtr.com.hk/en/corporate/tenders/Nov14.html
Q032910,Selective,Provision of Term Workers for Investment Properties,"City Professional Management Ltd.3D, Hong Kong Spinners Industrial Building Phase 5,760-2 Cheung Sha Wan Road,Kowloon, Hong Kong",1 Job,"HK$111,598,884",24 Nov 2014,MTR_Tender_Nov14_table1.csv,2014,Nov14,https://www.mtr.com.hk/en/corporate/tenders/Nov14.html
Q032910,Selective,Ex-Service Station Diesel & Petrol for Staff Vehicles,"Shell Hong Kong Limited35/F, AIA Kowloon Tower,Landmark East,100 How Ming Street,Kwun Tong,Kowloon, Hong Kong",3 Years,Not Disclosed,04 Nov 2014,MTR_Tender_Nov14_table1.csv,2014,Nov14,https://www.mtr.com.hk/en/corporate/tenders/Nov14.html
Q034106,Selective,Provision of IT Application Management Services,"Accenture Company Limited85/F, International Commerce Centre,1 Austin Road West,Kowloon, Hong Kong",1 Job,Not Disclosed,06 Nov 2014,MTR_Tender_Nov14_table1.csv,2014,Nov14,https://www.mtr.com.hk/en/corporate/tenders/Nov14.html
Q034658,Selective,Term Contracts for General Building Repair and Shop Repartitioning Works at Other Designated MTR Malls,"Kar Cheung Engineering Co.Unit 7, 17/F, Kowloon Plaza,485 Castle Peak Road,Lai Chi Kok,Kowloon, Hong Kong",1 Job,"HK$46,000,000",24 Nov 2014,MTR_Tender_Nov14_table1.csv,2014,Nov14,https://www.mtr.com.hk/en/corporate/tenders/Nov14.html
1130A,Selective,Shatin to Central Link: Supply and Installation of Customer Service Centres and Platform Supervisor Booths for SCL (Phase 1),"Program Contractors Limited19/F, Wing Shing Industrial Building,26 Ng Fong Street,San Po Kong,Kowloon, Hong Kong.",Not Applicable,"HK$15,675,009",14 Jul 2014,MTR_Tender_Jul14_table1.csv,2014,Jul14,https://www.mtr.com.hk/en/corporate/tenders/Jul14.html
C7175-14E,Selective,Replacement and Expansion of the MTR Digital Advertising System,"NEC Hong Kong Limited25th Floor, The Metropolis Tower,10 Metropolis Drive,Hung Hom,Kowloon, Hong Kong.",Not Applicable,"HK$33,924,851",15 Jul 2014,MTR_Tender_Jul14_table1.csv,2014,Jul14,https://www.mtr.com.hk/en/corporate/tenders/Jul14.html
M1045-12E,Selective,Maintenance Services for Passenger Information Display System in AEL,"Roctec Technology LimitedRoom 1502-4, 15/F, Kodak House II,321 Java Road,North Point,Hong Kong.",Not Applicable,"HK$2,991,262",22 Jul 2014,MTR_Tender_Jul14_table1.csv,2014,Jul14,https://www.mtr.com.hk/en/corporate/tenders/Jul14.html
M1063-13E,Selective,Maintenance Services for Package Air-Conditioning Units,"ATAL Building Services Engineering LimitedUnit 102, 1/F, Shui Hing Centre,13 Sheung Yuet Road,Kowloon Bay,Kowloon, Hong Kong.",Not Applicable,"HK$45,852,000",24 Jul 2014,MTR_Tender_Jul14_table1.csv,2014,Jul14,https://www.mtr.com.hk/en/corporate/tenders/Jul14.html
Q027925,Selective,Bolster Stool for MTR Trains,"CSR Yangtze Co., Ltd.Daqiao New Area,Jiangxia District,Wuhan City,Hubei Province, China.",1 Item,"HK$6,478,137.78",14 Jul 2014,MTR_Tender_Jul14_table1.csv,2014,Jul14,https://www.mtr.com.hk/en/corporate/tenders/Jul14.html
Q030486,Selective,Supply & Installation of Interactive Directory for Shopping Malls,"PCCW-HKT Technical Service Limited8/F, Kowloon Investment Co. Ltd. Building,2-12 Bute Street,Monkok,Kowloon, Hong Kong.",1 Job,Not Disclosed,18 Jul 2014,MTR_Tender_Jul14_table1.csv,2014,Jul14,https://www.mtr.com.hk/en/corporate/tenders/Jul14.html
Q031075,Selective,Provision of Payment Services for Ticketing System of Express Rail Link,"AsiaPay HK LimitedRoom 1701-02, K Wah Centre,191 Java Road,North Point,Hong Kong",1 Job,Not Disclosed,15 Oct 2014,MTR_Tender_Oct14_table1.csv,2014,Oct14,https://www.mtr.com.hk/en/corporate/tenders/Oct14.html
Q032910,Selective,"Supply of Bulk Diesel to MTR Corporation's Depots, including Comprehensive Maintenance & Inspection Services for Fuel Supply Equipment & System","Sinopec (Hong Kong) Petroleum Co., Ltd21/F, Office Tower Convention Plaza,1 Harbour Road,Wanchai,Hong Kong",3 Years,Not Disclosed,31 Oct 2014,MTR_Tender_Oct14_table1.csv,2014,Oct14,https://www.mtr.com.hk/en/corporate/tenders/Oct14.html
1131A,Selective,Shatin to Central Link: Signs and Advertisement Panels (Supply only),"Hoy Hung Engineering LtdUnits 3E-H, Shui Sum Industrial Building,8-10 Kwai Sau Road,Kwai Chung,New Territories, Hong Kong.",Not Applicable,"HK$30,821,701",10 Feb 2014,MTR_Tender_Feb14_table1.csv,2014,Feb14,https://www.mtr.com.hk/en/corporate/tenders/Feb14.html
1132A,Selective,Shatin to Central Link: Supply of Metal Doors and Frames including Ironmongery for SCL (Phase 1),"Hausner (Hong Kong) LtdRoom 04-05, 17/F, Grand Business Plaza,153 Wai Yip Street,Kwun Tong,Kowloon, Hong Kong.",Not Applicable,"HK$39,165,836",11 Feb 2014,MTR_Tender_Feb14_table1.csv,2014,Feb14,https://www.mtr.com.hk/en/corporate/tenders/Feb14.html
1165,Selective,"Shatin to Central Link: Building Services for HIK, MCV and FTA","Gammon E&M Ltd28/F, Devon House,Taikoo Place,979 King’s Road,Quarry Bay,Hong Kong.",Not Applicable,"HK$219,000,000",11 Feb 2014,MTR_Tender_Feb14_table1.csv,2014,Feb14,https://www.mtr.com.hk/en/corporate/tenders/Feb14.html
Q030140,Selective,Provision of Global Freight Forwarding Services,"Toll Global Forwarding (Hong Kong) Ltd14/F, Tower 1, Ever Gain Plaza,88 Container Port Road,Kwai Chung,New Territories, Hong Kong.",Not Applicable,Not Disclosed,27 Feb 2014,MTR_Tender_Feb14_table1.csv,2014,Feb14,https://www.mtr.com.hk/en/corporate/tenders/Feb14.html
M1080-14E,Selective,Maintenance Services for Main Control Systems and SCADA,"Thales Transport & Security (Hong Kong) LimitedUnits 908-909, New Kowloon Plaza,38 Tai Kok Tsui Road,Kowloon,Hong Kong",Not Applicable,"HK$69,300,000",30 Sep 2014,MTR_Tender_Sep14_table1.csv,2014,Sep14,https://www.mtr.com.hk/en/corporate/tenders/Sep14.html
M1088-14E,Selective,"Maintenance Services for Waste Water Treatment Plants, Plumbing and Drainage Systems","Kingsford Environmental Engineering LimitedSuite 3810, 38/F, Cable TV Tower,9 Hoi Shing Road,Tsuen Wan,New Territories,Hong Kong",Not Applicable,"HK$17,172,300",24 Sep 2014,MTR_Tender_Sep14_table1.csv,2014,Sep14,https://www.mtr.com.hk/en/corporate/tenders/Sep14.html
M1094-14E,Selective,"Maintenance Services for AFA, BA and SEC Systems","Honeywell Limited21/F Olympia Plaza,255 King’s Road,North Point,Hong Kong",Not Applicable,"HK$10,635,302",29 Sep 2014,MTR_Tender_Sep14_table1.csv,2014,Sep14,https://www.mtr.com.hk/en/corporate/tenders/Sep14.html
Q028269,Selective,Track and Overhead Line Geometry Recording Vehicle,"Plasser &Theurer Export von Bahnbaumaschinen Gesellschaft m.b.H.A-1010 Wien,Johannesgasse 3,Austria",1 Unit,"HK$42,320,000",30 Sep 2014,MTR_Tender_Sep14_table1.csv,2014,Sep14,https://www.mtr.com.hk/en/corporate/tenders/Sep14.html
11225,Selective,Shatin to Central Link: On-Board Railway Insepction System,"Jebsen & Jessen Technology (S) Pte Ltd18 Enterprise Road,Singapore 629824.",Not Applicable,"HK$58,889,946",10 Jun 2014,MTR_Tender_Jun14_table1.csv,2014,Jun14,https://www.mtr.com.hk/en/corporate/tenders/Jun14.html
M1071-13E,Selective,Maintenance Services for MTR Transmission Systems,"Shun Hing Systems Integration Company Limited16/F., Shun Hing Centre,8 Shing Yiu Street,Kwai Chung,New Territories, Hong Kong.",Not Applicable,"HK$3,297,888",25 Jun 2014,MTR_Tender_Jun14_table1.csv,2014,Jun14,https://www.mtr.com.hk/en/corporate/tenders/Jun14.html
M1077-13E,Selective,Managed Security Services for Operating Railway Data Networks,"DMX Technologies (Hong Kong) LimitedRoom 4303-4305, AIA Kowloon Tower,Landmark East,100 How Ming Street, Kwun Tong,Kowloon, Hong Kong.",Not Applicable,"HK$9,837,888",19 Jun 2014,MTR_Tender_Jun14_table1.csv,2014,Jun14,https://www.mtr.com.hk/en/corporate/tenders/Jun14.html
M1078-13E,Selective,Maintenance Services for Fire Services and Automatic Fire Alarm Systems,"Thorn Security (Hong Kong) Limited23/F, Exchange Tower,33 Wang Chiu Road,Kowloon Bay,Kowloon, Hong Kong.",Packages 1 & 4,"HK$20,181,565",26 Jun 2014,MTR_Tender_Jun14_table1.csv,2014,Jun14,https://www.mtr.com.hk/en/corporate/tenders/Jun14.html
,,,"Johnson Controls Hong Kong Limited12/F, OCTA Tower,8 Lam Chak Street,Kowloon Bay,Kowloon, Hong Kong.",Package 2,"HK$3,681,546",26 Jun 2014,MTR_Tender_Jun14_table1.csv,2014,Jun14,https://www.mtr.com.hk/en/corporate/tenders/Jun14.html
,,,"Wai Kong Fire Engineering Company LimitedUnit B11, 4/F, Block B, Tonic Industrial Centre,19 Lam Hing Street,Kowloon Bay,Kowloon, Hong Kong.",Package 3,"HK$11,518,644",26 Jun 2014,MTR_Tender_Jun14_table1.csv,2014,Jun14,https://www.mtr.com.hk/en/corporate/tenders/Jun14.html
M1087-14E,Limited,Maintenance Services for MTR HKP/FSD/WRL Radio Systmes,"Motorola Solutions Asia Pacific LimitedUnit 1807-1812, 18/F., Two Harbourfront,22 Tak Fung Street,Hung Hom,Kowloon, Hong Kong.",Not Applicable,"HK$19,478,076",09 Jun 2014,MTR_Tender_Jun14_table1.csv,2014,Jun14,https://www.mtr.com.hk/en/corporate/tenders/Jun14.html
Q022941,Selective,Rails for Railway Tracks,"Tata Steel France Rail SA2, Avenue du president Kennedy,78100 Saint Germain en Laye,France.",2 Items,"EUR6,220,665 (Approximate HK$66,000,000)",27 Jun 2014,MTR_Tender_Jun14_table1.csv,2014,Jun14,https://www.mtr.com.hk/en/corporate/tenders/Jun14.html
Q030446,Selective,Renovation Works at External Walls and Common Areas at Trackside Villas,"New Progress Construction Co. LtdUnit B, 21/F Prince Industrial Building,706 Prince Edward Road East,San Po Kong,Kowloon, Hong Kong.",1 Job,"HK$12,333,000",30 Jun 2014,MTR_Tender_Jun14_table1.csv,2014,Jun14,https://www.mtr.com.hk/en/corporate/tenders/Jun14.html
Q033161,Limited,Provision of External Advertising Agency Services for MTR Network,"Polarline Development Limited33/F, Sino Plaza,255 Gloucester Road,Causeway Bay,Hong Kong.",Not Applicable,Not Disclosed,19 Jun 2014,MTR_Tender_Jun14_table1.csv,2014,Jun14,https://www.mtr.com.hk/en/corporate/tenders/Jun14.html
Q031528,Selective,Provision of Agency Travel Service for Corporate Travel,"Swire Travel Ltd6/F, East Wing Warwick House,Taikoo Place,979 King's Road,Quarry Bay, Hong Kong.",Not Applicable,Not Disclosed,25 Jun 2014,MTR_Tender_Jun14_table1.csv,2014,Jun14,https://www.mtr.com.hk/en/corporate/tenders/Jun14.html
,,,"Westminster Travel Ltd17/F, Millennium City 5,418 Kwun Tong Road,Kwun Tong,Kowloon, Hong Kong.",Not Applicable,Not Disclosed,25 Jun 2014,MTR_Tender_Jun14_table1.csv,2014,Jun14,https://www.mtr.com.hk/en/corporate/tenders/Jun14.html
713,Selective,West Island Line: Reprovision of Kennedy Town Swimming Pool (Phase 2),"Paul Y. Construction Company, Limited.16/F, Paul Y. Centre,51 Hung To Road,Kwun Tong,Kowloon, Hong Kong.",1 Job,"HK$671,051,569.82",18 Aug 2014,MTR_Tender_Aug14_table1.csv,2014,Aug14,https://www.mtr.com.hk/en/corporate/tenders/Aug14.html
1128,Selective,Shatin to Central Link : South Ventilation Building to Admiralty Tunnels,"Dragages-Bouygues J.V.3rd Floor, Island Place Tower,510 King's Road,North Point,Hong Kong.",Not Applicable,"HK$5,266,570,173.02",18 Aug 2014,MTR_Tender_Aug14_table1.csv,2014,Aug14,https://www.mtr.com.hk/en/corporate/tenders/Aug14.html
Q031071,Selective,Provision of Armoured Transportation Service and Ticket Processing Centre Service for MTR Operations,"Guardforce Limited1/F Guardforce Centre,3 Hok Yuen Street East,Hung Hom,Kowloon, Hong Kong.",3 Years,"HK$70,875,270",29 Aug 2014,MTR_Tender_Aug14_table1.csv,2014,Aug14,https://www.mtr.com.hk/en/corporate/tenders/Aug14.html
Q032487,Selective,Provision of Office Supplies through e-Procurement Solution,"bigboXX.com LimitedNo. 201-208, 2/F., Belvedere Square,Belvedere Garden Phase II,620 Castle Peak Road,Tsuen Wan,New Territories, Hong Kong.",Not Applicable,Not Disclosed,19 Aug 2014,MTR_Tender_Aug14_table1.csv,2014,Aug14,https://www.mtr.com.hk/en/corporate/tenders/Aug14.html
Q032509,Selective,"Publication and Distribution of Free Daily for WIL, SIL(E) and KTE Stations","Metro Publishing Hong Kong Ltd.18/F, Paul Y. Centre,51 Hung To Road,Kwun Tong,Kowloon, Hong Kong.",Not Applicable,Not Disclosed,14 Aug 2014,MTR_Tender_Aug14_table1.csv,2014,Aug14,https://www.mtr.com.hk/en/corporate/tenders/Aug14.html
Q033659,Selective,Operation of Kam Sheung Road Station Car Park,"Imperial Parking (HK) Ltd.7/F, Centre Point,181 Gloucester Road,Hong Kong.",Not Applicable,Not Disclosed,13 Aug 2014,MTR_Tender_Aug14_table1.csv,2014,Aug14,https://www.mtr.com.hk/en/corporate/tenders/Aug14.html
Q033880,Selective,Provision of Event Management and Production Services for MTR Events,"Oval Design Ltd.22D, Legend Tower,7 Shing Yip Street,Kwun Tong,Kowloon, Hong Kong.",Not Applicable,Not Disclosed,05 Aug 2014,MTR_Tender_Aug14_table1.csv,2014,Aug14,https://www.mtr.com.hk/en/corporate/tenders/Aug14.html
1164,Selective,Shatin to Central Link: Building Services for DIH,"Gammon E&M Ltd28/F, Devon House,Taikoo Place,979 King's Road,Quarry Bay,Hong Kong.",Not Applicable,"HK$272,000,000",04 Mar 2014,MTR_Tender_Mar14_table1.csv,2014,Mar14,https://www.mtr.com.hk/en/corporate/tenders/Mar14.html
